ecogears_id,station_name,address,latitude,longitude,availability,charger_level,connector_type,connector_types,network,power_kw,price_per_kwh,description,created,updated
zplxbp1jaax9bq6,SMC Charging Station Khajod,"Dream City Parking Area, SDB Road, Diamond Bourse, Surat, Khajod, Gujarat 395007",21.110777,72.796964,Available,DC Fast,Type 2,Type 2,SMC,50,18,Placed inside the secure Dream City Parking Area at Diamond Bourse. || Open Hours: 24/7 Available || Phone: 6359905008,2026-06-23 12:53:35.767Z,2026-06-23 12:53:35.767Z
b8ex9hxn13gusxh,SMC Charging Station Rustampura,"5RRH+9FX, Open Plot beside Gopi-Talav Multi Level Parking, Rustampura, Navsari Bazar, Surat, Gujarat 395002",21.190827,72.8286,Available,DC Fast,Type 2,Type 2,SMC,50,18,Positioned right beside the Gopi-Talav Multi Level Parking lot. || Open Hours: 24/7 Available || Phone: 9876543237,2026-06-23 12:53:35.935Z,2026-06-23 12:53:35.935Z
pvstazdpoxu9ta2,SMC Charging Station Umra,"Shop #1, Dharmesh Apt, opp. Parle Point Circle, Parle Point, Meghdoot Society, Umra Gam, Athwa, Surat, Gujarat 395007",21.174658,72.794357,Available,DC Fast,Type 2,Type 2,SMC,50,18,Found perfectly opposite the famous Parle Point Circle. || Open Hours: 24/7 Available || Phone: 6359905008,2026-06-23 12:53:36.096Z,2026-06-23 12:53:36.096Z
hwpvh8jc9nzfkjo,SMC Charging Station Katargam,"Gajera circle ground Sports complex, Near Katargam Lake Garden, Minaxi Wadi, Katargam, Surat, Gujarat 395004",21.227484,72.837327,Available,Level 2,Type 2,Type 2,SMC,11,15,Located near Katargam Lake Garden at Gajera Circle ground. || Open Hours: 08:00 AM- 12:00 AM || Phone: 6359905008,2026-06-23 12:53:36.255Z,2026-06-23 12:53:36.255Z
itx44yxsejqvntz,SMC Charging Station Udhana,"4RWX+PGR, Pramukh Park, Udhana, Surat, Gujarat 394210",21.146837,72.849099,Available,Level 2,Type 2,Type 2,SMC,11,15,Stationed inside Pramukh Park in the Udhana locality. || Open Hours: 08:00AM - 11:00 PM || Phone: 9876543238,2026-06-23 12:53:36.413Z,2026-06-23 12:53:36.413Z
p0srchek2wi456k,SMC Charging Station Mughal,"5RXC+W8X, Mughal Sarai, Surat, Gujarat 395003",21.199906,72.820759,Available,DC Fast,Type 2,Type 2,SMC,50,18,Civic utility charger planted around Mughal Sarai. || Open Hours: 24/7 Available || Phone: 9876543239,2026-06-23 12:53:36.594Z,2026-06-23 12:53:36.594Z
si6g70eer5iclin,SMC Charging Station Aanjada,"5RMP+M48, Millennium Market, Aanjada Nagar, New Textile Market, Surat, Gujarat 395002",21.184166,72.835335,Available,DC Fast,Type 2,Type 2,SMC,50,18,Set inside Millennium Market within Aanjada Nagar. || Open Hours: 24/7 Available || Phone: 9876543240,2026-06-23 12:53:36.776Z,2026-06-23 12:53:36.776Z
cqbainnov8do649,SMC Charging Station Katargam,"SMC community hall, behind Kiran hospital, Tunki, Katargam, Surat, Gujarat 395004",21.21735,72.834238,Available,DC Fast,Type 2,Type 2,SMC,50,18,Positioned behind Kiran Hospital at the SMC community hall. || Open Hours: 24/7 Available || Phone: 9876543241,2026-06-23 12:53:36.968Z,2026-06-23 12:53:36.968Z
onul342c1q98eqa,SMC Charging Station Shakti,"162, Sanjay Nagar, Priyanka City Light Society, Shakti Nagar, Surat, Gujarat 395012",21.179564,72.871613,Available,DC Fast,Type 2,Type 2,SMC,50,18,Configured reliably inside Priyanka City Light Society. || Open Hours: 24/7 Available || Phone: 9876543242,2026-06-23 12:53:37.150Z,2026-06-23 12:53:37.150Z
vyh99c9ajyk9l4b,SMC Charging Station Dabholi,"Ved Rd, opp. Manibag Party Plot, near Niru Farm, Pramukh Darshan Society, Dabholi, Surat, Gujarat 395004",21.238059,72.820027,Available,DC Fast,Type 2,Type 2,SMC,50,18,Located opposite Manibag Party Plot on Ved Road. || Open Hours: 24/7 Available || Phone: 9876543243,2026-06-23 12:53:37.326Z,2026-06-23 12:53:37.326Z
zzjo821fnf15chz,SMC Charging Station Gandhi,"5Q5W+XX2, Udhana - Magdalla Rd, Ambika Industrial Society 1, Gandhi Kutir, Surat, Gujarat 395017",21.159876,72.797405,Available,Level 2,Type 2,Type 2,SMC,11,15,Located on Udhana - Magdalla Road near Gandhi Kutir. || Open Hours: 07:00 AM - 11:00 PM || Phone: 6359905008,2026-06-23 12:53:37.544Z,2026-06-23 12:53:37.544Z
7d61cp6bah90b9i,SMC Charging Station Althan,"Althan Depot/Terminal, Althan, Surat, Gujarat 395017",21.149495,72.80917,Available,DC Fast,Type 2,Type 2,SMC,50,18,Established directly inside the Althan Bus Depot/Terminal. || Open Hours: 24/7 Available || Phone: 9876543244,2026-06-23 12:53:37.703Z,2026-06-23 12:53:37.703Z
gbp0e2cgmg3a2fn,SMC Charging Station Varachha,"6V72+75H Multilevel Parking, Varachha, Surat, Gujarat 395006",21.213463,72.850431,Available,DC Fast,Type 2,Type 2,SMC,50,18,Placed within the Varachha Multilevel Parking lot. || Open Hours: 24/7 Available || Phone: 6359905008,2026-06-23 12:53:37.866Z,2026-06-23 12:53:37.866Z
btrcedz3fpfgaje,SMC Charging Station Magdalla,"5Q47+FP4 T.P. 3, F.P. 76, Dumas Rd, near Valentine Multiplex, New Magdalla, Surat, Gujarat 395007",21.156358,72.76426,Available,DC Fast,Type 2,Type 2,SMC,50,18,Found near Valentine Multiplex along Dumas Road. || Open Hours: 24/7 Available || Phone: 6359905008,2026-06-23 12:53:38.045Z,2026-06-23 12:53:38.045Z
16306fggywc2mzm,SMC Charging Station Athwa,"D-1, Surat - Dumas Rd, Chopati, Athwalines, Athwa, Surat, Gujarat 395001",21.18409,72.805777,Available,Level 2,Type 2,Type 2,SMC,11,15,Set up reliably alongside Chopati in Athwalines. || Open Hours: 08:00 AM- 12:00 AM || Phone: 9876543245,2026-06-23 12:53:38.203Z,2026-06-23 12:53:38.203Z
8alulib4qtw32dz,Shivam Electronics Singanpor,"A ground, Nilkanth, Plot no 12, Ved Rd, Industrial Area, Singanpor, Surat, Gujarat 395004",21.216727,72.82088,Available,Level 2,Type 2,Type 2,Independent,11,15,Located at Nilkanth on Ved Road in Singanpor Industrial Area. || Open Hours: 08:00AM - 11:00 PM || Phone: 7990320281,2026-06-23 12:53:38.374Z,2026-06-23 12:53:38.374Z
6xgbkfla69cz65z,Tarang Electric Vehicles Udhana,"Plot No. 2, Raj industries Pandesara Road, GIDC, Udhana, Surat, Gujarat 394221",21.129368,72.83099,Available,Level 2,Type 2,Type 2,Tarang EV,11,15,Found at Raj Industries opposite Vadod on Pandesara Road. || Open Hours: 07:00 AM - 11:00 PM || Phone: 9714147270,2026-06-23 12:53:38.570Z,2026-06-23 12:53:38.570Z
072rl3bahf8u3zn,Tata Power Charging Station Adajan,"6R23+27R, Jahangirpura Road, Picnic Park Society, Narotam Nagar, Surat, Gujarat 395009",21.200107,72.803138,Available,Level 2,Type 2,Type 2,Tata Power,11,15,Found along Jahangirpura Road near Picnic Park Society. || Open Hours: 24/7 Available || Phone: 18008332233,2026-06-23 12:53:38.748Z,2026-06-23 12:53:38.748Z
q2u6w8e2t8vc2rg,Tata Power Charging Station Piplod,"Ginger Hotel, near Iscon Mall, off Dumas Road, Piplod, Surat, Gujarat 395007",21.160075,72.768069,Available,Level 2,Type 2,Type 2,Tata Power,11,15,Located at the Ginger Hotel near Iscon Mall in Piplod. || Open Hours: 24/7 Available || Phone: 18008332233,2026-06-23 12:53:38.924Z,2026-06-23 12:53:38.924Z
el8satghs9wfjca,Tata Power Charging Station Majura,"Village:, Survey/Block No:- 88, T.P. No:- 42, F.P. No:- 33, Majura, Bhimrad, Surat, Gujarat 395007",21.137048,72.799548,Available,Level 2,Type 2,Type 2,Tata Power,11,15,Placed reliably inside the Bhimrad/Majura village borders. || Open Hours: 08:00 AM- 12:00 AM || Phone: 18008332233,2026-06-23 12:53:39.083Z,2026-06-23 12:53:39.083Z
m2o6rjiauoc8lcj,Tata Power Charging Station Adajan,"Fortune High Street, Soku Developers, opp. western arena, near Madhuvan Circle, Adajan Gam, Adajan, Surat, Gujarat 395009",21.190764,72.785812,Available,Level 2,Type 2,Type 2,Tata Power,11,15,Placed near Madhuvan Circle inside Fortune High Street. || Open Hours: 08:00AM - 11:00 PM || Phone: 18008332233,2026-06-23 12:53:39.253Z,2026-06-23 12:53:39.253Z
v1eapr0npou85nn,Tata Power Charging Station Katargam,"Shed no 869, Angadia Enterprise, Sumul Dairy Rd, Ekta Nagar, GIDC, Katargam, Surat, Gujarat 395004",21.225082,72.84147,Available,Level 2,Type 2,Type 2,Tata Power,11,15,Positioned at Shed 869 at Angadia Enterprise on Sumul Dairy Road. || Open Hours: 24/7 Available || Phone: 18008332233,2026-06-23 12:53:39.434Z,2026-06-23 12:53:39.434Z
t0sew5o487m75ug,Tata Power Charging Station Pal,"5QQG+XF9 IOCL Pump, Pal Gam, Surat, Gujarat 394510",21.189919,72.776247,Available,Level 2,Type 2,Type 2,Tata Power,11,15,Discovered safely at the IOCL Pump inside Pal Gam. || Open Hours: 24/7 Available || Phone: 18008332233,2026-06-23 12:53:39.763Z,2026-06-23 12:53:39.763Z
a42gmrektw9ablz,Tata Power Charging Station Piplod,"SHIVA KRUPA, SNS BUSINESS PARK, Udhana - Magdalla Rd, Piplod, Surat, Gujarat 395007",21.152744,72.773698,Available,Level 2,Type 2,Type 2,Tata Power,11,15,Located inside Shiva Krupa at SNS Business Park in Piplod. || Open Hours: 07:00 AM - 11:00 PM || Phone: 18008332233,2026-06-23 12:53:39.945Z,2026-06-23 12:53:39.945Z
7wcn3qvxp1bowzr,Tata Power Charging Station Vesu,"Block No, 217/B, VIP Rd, near E-Space, Bharthana, Vesu, Surat, Gujarat 395007",21.142835,72.79268,Available,Level 2,Type 2,Type 2,Tata Power,11,15,Situated near E-Space along VIP Road in Vesu. || Open Hours: 08:00 AM- 12:00 AM || Phone: 18008332233,2026-06-23 12:53:40.112Z,2026-06-23 12:53:40.112Z
2hgsok02t01cdna,Tata Power Charging station Limla,"5P3R+CQV, GJ SH 168, Kavas, Limla, Gujarat 394518",21.153835,72.741854,Available,Level 2,Type 2,Type 2,Tata Power,11,15,Spotted alongside GJ SH 168 in the Kavas area. || Open Hours: 08:00AM - 11:00 PM || Phone: 18008332233,2026-06-23 12:53:40.290Z,2026-06-23 12:53:40.290Z
qi3t87onku2y9jn,Torrent Power Charging Station Dabholi,"6RM3+G58, Tekra Faliya, Dabholi Village, Surat, Gujarat 395004",21.233556,72.80322,Available,DC Fast,Type 2,Type 2,Torrent Power,50,18,Fast charging bank installed near Tekra Faliya in Dabholi. || Open Hours: 24/7 Available || Phone: 9876543246,2026-06-23 12:53:40.454Z,2026-06-23 12:53:40.454Z
7bh42q1ufjtm3bx,Trupati Electric Ambanagar,"Bhavani Complex, Komal Cir, near Surat, Bhatar Char Rasta, Shivkrupa Society, Ambanagar, Surat, Gujarat 395002",21.172565,72.826385,Available,Level 2,Type 2,Type 2,Trupati,11,15,Found inside Bhavani Complex around Komal Circle in Ambanagar. || Open Hours: 07:00 AM - 11:00 PM || Phone: 9876543247,2026-06-23 12:53:40.633Z,2026-06-23 12:53:40.633Z
cjtuwy9g6jdkdjl,VerdeMobility Charging Station Piplod,"401, Kargil Chowk, Nandi Park Society, Piplod, Surat, Gujarat 395007",21.164078,72.7783,Available,Level 2,Type 2,Type 2,VerdeMobility,11,15,Located at Kargil Chowk in Piplod. || Open Hours: 07:00 AM - 11:00 PM || Phone: 9876543248,2026-06-23 12:53:40.801Z,2026-06-23 12:53:40.801Z
1vx5p2s8ucck7sw,VerdeMobility Charging Station Magob,"5VR9+FX8, Magob, Surat, Gujarat 395011",21.191158,72.86996,Available,Level 1,Type 2,Type 2,VerdeMobility,3,15,Located inside the rapid evolving Magob district. || Open Hours: 08:00 AM- 12:00 AM || Phone: 9876543249,2026-06-23 12:53:40.962Z,2026-06-23 12:53:40.962Z
0fypbmbo20ktx5l,VerdeMobility Charging Station Mohan,"Kanaiya Appatment, Navi Shakti Vijay Society, Soham Nagar Society, Mohan Nagar, Hirabaugh, Surat, Gujarat 395006",21.213307,72.859671,Available,Level 2,Type 2,Type 2,VerdeMobility,11,15,Installed near Kanaiya Apartment at Mohan Nagar. || Open Hours: 08:00AM - 11:00 PM || Phone: 9876543250,2026-06-23 12:53:41.125Z,2026-06-23 12:53:41.125Z
tlsbrhhf60l72du,Vishal E-Vehicle Katargam,"8, Maruti Chambers, Nr prannath hospital, Ved Rd, Prabhunagar, Katargam, Surat, Gujarat 395004",21.216196,72.822947,Available,Level 2,Type 2,Type 2,Vishal EV,11,15,Found near Prannath Hospital at Maruti Chambers on Ved Road. || Open Hours: 24/7 Available || Phone: 9876543251,2026-06-23 12:53:41.307Z,2026-06-23 12:53:41.307Z
